name,year,population
Holy See,2018,"31,989,260"
Holy See,2017,"31,444,298"
Holy See,2016,"30,926,032"
Holy See,2015,"30,470,734"
Holy See,2010,"29,027,674"
Holy See,2005,"27,866,145"
Holy See,2016,"31,441,751"
Holy See,2015,"30,929,557"
Holy See,2010,"28,515,909"
Holy See,2005,"26,427,789"
Holy See,2017,"33,101,179"
Holy See,2016,"32,443,447"
Holy See,2015,"31,717,667"
Holy See,2005,"20,493,925"
Holy See,2000,"17,711,927"
Holy See,2000,"23,194,257"
Holy See,1995,"20,487,607"
Holy See,1990,"18,029,824"
Holy See,1985,"15,598,927"
Holy See,2005,"19,433,602"
Holy See,2000,"16,395,473"
Holy See,1985,"12,783,613"
Holy See,1980,"11,056,116"
Holy See,1975,"9,985,946"
Holy See,2020,"37,742,154"
Holy See,2019,"36,471,769"
Holy See,2018,"36,029,093"
Holy See,2017,"35,581,255"
Holy See,2000,"26,459,944"
Holy See,1995,"24,299,160"
Holy See,1990,"22,071,433"
Holy See,1985,"19,772,872"
Holy See,1980,"17,547,610"
Holy See,2000,"24,769,955"
Holy See,1995,"22,791,026"
Holy See,2010,"27,421,461"
Holy See,2005,"23,816,183"
Holy See,2000,"20,663,843"
Holy See,1995,"18,638,787"
Holy See,1995,"15,483,286"
Holy See,1980,"13,798,085"
Holy See,1975,"12,162,187"
Holy See,1995,"13,945,206"
Holy See,2020,"37,846,611"
Holy See,2019,"37,887,768"
Holy See,1970,"8,735,495"
Holy See,1965,"7,739,473"
Holy See,1960,"6,635,230"
Holy See,1955,"5,730,594"
Holy See,2020,"38,928,346"
Holy See,2019,"37,411,047"
Holy See,2018,"37,074,562"
Holy See,2017,"36,732,095"
Holy See,2016,"36,382,944"
Holy See,2020,"40,222,493"
Holy See,2019,"39,309,783"
Holy See,2018,"38,433,600"
Holy See,2020,"43,733,762"
Holy See,2019,"43,993,638"
Holy See,2016,"35,126,283"
Holy See,2015,"34,663,603"
Holy See,2010,"32,343,389"
Holy See,2005,"30,455,561"
Holy See,1975,"15,424,744"
Holy See,1970,"13,459,794"
Holy See,2020,"43,849,260"
Holy See,2019,"42,813,238"
Holy See,2020,"43,851,044"
Holy See,2019,"43,053,054"
Holy See,1990,"20,398,348"
Holy See,1985,"18,061,284"
Holy See,1980,"15,898,757"
Holy See,1975,"13,857,478"
Holy See,1970,"12,080,317"
Holy See,1990,"16,233,785"
Holy See,1985,"13,118,993"
Holy See,1980,"9,691,476"
Holy See,1975,"7,419,493"
Holy See,1990,"12,987,292"
Holy See,1985,"12,764,387"
Holy See,1980,"11,630,194"
Holy See,1970,"10,804,131"
Holy See,1965,"9,526,558"
Holy See,1960,"8,156,347"
Holy See,1955,"7,038,913"
Holy See,1990,"11,848,386"
Holy See,1985,"9,961,997"
Holy See,1980,"8,341,289"
Holy See,2018,"37,921,592"
Holy See,2017,"37,953,180"
Holy See,2016,"37,989,220"
Holy See,2019,"38,041,754"
Holy See,2018,"37,171,921"
Holy See,2015,"36,026,676"
Holy See,2010,"34,147,564"
Holy See,2005,"32,164,309"
Holy See,2000,"30,588,383"
Holy See,2017,"37,552,781"
Holy See,2016,"36,610,632"
Holy See,2015,"35,572,261"
Holy See,2010,"29,741,976"
Holy See,2005,"26,922,284"
Holy See,2018,"44,246,156"
Holy See,2017,"44,487,709"
Holy See,2016,"44,713,702"
Holy See,2015,"44,921,639"
Holy See,2010,"45,792,090"
Holy See,2000,"28,793,679"
Holy See,1995,"26,994,250"
Holy See,1990,"24,807,462"
Holy See,1985,"22,499,110"
Holy See,1980,"19,990,012"
Holy See,1965,"11,711,392"
Holy See,1960,"10,155,015"
Holy See,2020,"45,195,774"
Holy See,2019,"44,780,677"
Holy See,2018,"41,801,533"
Holy See,2017,"40,813,397"
Holy See,2016,"39,847,439"
Holy See,2015,"38,902,950"
Holy See,2010,"34,545,013"
Holy See,2018,"42,228,408"
Holy See,2017,"41,389,189"
Holy See,2016,"40,551,392"
Holy See,2015,"39,728,025"
Holy See,2010,"35,977,455"
Holy See,2005,"33,149,724"
Holy See,1965,"10,116,870"
Holy See,1960,"8,526,300"
Holy See,1955,"7,277,333"
Holy See,1970,"5,836,389"
Holy See,1975,"10,165,215"
Holy See,1970,"9,022,741"
Holy See,1975,"7,024,000"
Holy See,1970,"5,890,365"
Holy See,1965,"5,770,570"
Holy See,2015,"38,034,079"
Holy See,2010,"38,329,781"
Holy See,2005,"38,368,949"
Holy See,2000,"38,556,693"
Holy See,2020,"45,741,007"
Holy See,2019,"44,269,594"
Holy See,2017,"36,296,113"
Holy See,2016,"35,383,032"
Holy See,2015,"34,413,603"
Holy See,2010,"29,185,507"
Holy See,2005,"25,654,277"
Holy See,1995,"29,164,152"
Holy See,1990,"27,541,319"
Holy See,1985,"25,744,810"
Holy See,1980,"24,416,886"
Holy See,1975,"23,059,265"
Holy See,2000,"23,497,585"
Holy See,1995,"20,149,338"
Holy See,1990,"17,419,113"
Holy See,1985,"15,555,800"
Holy See,1980,"13,653,354"
Holy See,2005,"46,890,772"
Holy See,2000,"48,838,065"
Holy See,1995,"50,903,785"
Holy See,1990,"51,463,105"
Holy See,1985,"50,919,275"
Holy See,1980,"49,965,874"
Holy See,1975,"17,796,164"
Holy See,1970,"16,004,731"
Holy See,1965,"14,230,163"
Holy See,1960,"12,328,532"
Holy See,1955,"10,502,666"
Holy See,1955,"8,858,389"
Holy See,2018,"44,361,150"
Holy See,2017,"43,937,140"
Holy See,2016,"43,508,460"
Holy See,2015,"43,075,416"
Holy See,2005,"30,949,516"
Holy See,2000,"27,275,015"
Holy See,1995,"24,094,747"
Holy See,1990,"20,147,590"
Holy See,2000,"31,042,235"
Holy See,1995,"28,757,785"
Holy See,1990,"25,758,869"
Holy See,1985,"22,431,502"
Holy See,1965,"4,843,635"
Holy See,1960,"4,086,539"
Holy See,1955,"3,558,155"
Holy See,1965,"8,039,215"
Holy See,1960,"7,184,869"
Holy See,1955,"6,508,398"
Holy See,2020,"46,754,778"
Holy See,1960,"5,454,933"
Holy See,1955,"5,043,247"
Holy See,2020,"51,269,185"
Holy See,2020,"54,409,800"
Holy See,1995,"38,458,638"
Holy See,1990,"37,960,193"
Holy See,1985,"37,133,870"
Holy See,2018,"42,729,036"
Holy See,2017,"41,166,588"
Holy See,2016,"39,649,166"
Holy See,2015,"38,225,453"
Holy See,2000,"20,779,953"
Holy See,1995,"18,110,657"
Holy See,1990,"12,412,308"
Holy See,1985,"11,938,208"
Holy See,2020,"59,308,690"
Holy See,2019,"58,558,270"
Holy See,2020,"145,934,462"
Holy See,2019,"145,872,256"
Holy See,1970,"21,374,326"
Holy See,2020,"50,882,891"
Holy See,1975,"11,684,590"
Holy See,1970,"9,917,983"
Holy See,1965,"8,375,790"
Holy See,1975,"48,755,665"
Holy See,1970,"47,088,857"
Holy See,1965,"45,264,548"
Holy See,1960,"42,664,652"
Holy See,2010,"40,895,752"
Holy See,2005,"38,892,931"
Holy See,2000,"36,870,787"
Holy See,1985,"17,210,187"
Holy See,1980,"19,221,665"
Holy See,1975,"16,607,707"
Holy See,1970,"14,464,985"
Holy See,2019,"46,736,776"
Holy See,2018,"46,692,858"
Holy See,2017,"46,647,428"
Holy See,2016,"46,634,140"
Holy See,2015,"46,671,926"
Holy See,2010,"46,931,015"
Holy See,2019,"51,225,308"
Holy See,2018,"51,171,706"
Holy See,2017,"51,096,415"
Holy See,2016,"50,983,457"
Holy See,2015,"50,823,093"
Holy See,2019,"54,045,420"
Holy See,2018,"53,708,320"
Holy See,2017,"53,382,523"
Holy See,2016,"53,045,201"
Holy See,1980,"35,539,720"
Holy See,1975,"33,970,724"
Holy See,1970,"32,639,258"
Holy See,1965,"31,360,907"
Holy See,1960,"29,614,201"
Holy See,2010,"32,428,167"
Holy See,2005,"27,684,585"
Holy See,2000,"23,650,172"
Holy See,1995,"20,413,152"
Holy See,1990,"17,354,392"
Holy See,1980,"13,356,511"
Holy See,1975,"12,689,160"
Holy See,1970,"11,173,642"
Holy See,1965,"9,956,320"
Holy See,1960,"8,996,973"
Holy See,1955,"8,270,991"
Holy See,2018,"57,792,518"
Holy See,2017,"57,009,756"
Holy See,2016,"56,207,646"
Holy See,2015,"55,386,367"
Holy See,2018,"145,734,038"
Holy See,2017,"145,530,082"
Holy See,2016,"145,275,383"
Holy See,2015,"144,985,057"
Holy See,2010,"143,479,274"
Holy See,2005,"143,672,116"
Holy See,1965,"19,627,980"
Holy See,1960,"17,847,405"
Holy See,1955,"15,673,763"
Holy See,2020,"53,771,296"
Holy See,2019,"52,573,973"
Holy See,2018,"51,392,565"
Holy See,2019,"50,339,443"
Holy See,2018,"49,661,048"
Holy See,2017,"48,909,839"
Holy See,2016,"48,175,052"
Holy See,1960,"7,289,760"
Holy See,1955,"40,019,491"
Holy See,1995,"34,828,170"
Holy See,1980,"14,507,468"
Holy See,1975,"12,144,135"
Holy See,1970,"10,281,700"
Holy See,1965,"8,770,097"
Holy See,1960,"7,544,491"
Holy See,1965,"12,550,885"
Holy See,1960,"11,057,863"
Holy See,1955,"9,774,283"
Holy See,2005,"44,019,123"
Holy See,2000,"40,824,754"
Holy See,1995,"39,787,419"
Holy See,1990,"39,202,525"
Holy See,1985,"38,733,876"
Holy See,2010,"49,545,636"
Holy See,2005,"48,701,073"
Holy See,2000,"47,379,241"
Holy See,2020,"164,689,383"
Holy See,2015,"52,680,726"
Holy See,2010,"50,600,818"
Holy See,1955,"27,269,749"
Holy See,2020,"1,380,004,385"
Holy See,1985,"14,559,355"
Holy See,1980,"12,442,334"
Holy See,1975,"10,737,403"
Holy See,2020,"273,523,615"
Holy See,2010,"51,216,964"
Holy See,2000,"146,404,903"
Holy See,1995,"148,227,466"
Holy See,1990,"147,531,561"
Holy See,1985,"142,957,284"
Holy See,1980,"138,053,150"
Holy See,1975,"133,804,858"
Holy See,2017,"50,221,142"
Holy See,2016,"49,051,534"
Holy See,2015,"47,878,336"
Holy See,2010,"42,030,676"
Holy See,2005,"36,624,895"
Holy See,2015,"47,520,667"
Holy See,2010,"45,222,700"
Holy See,2005,"42,647,723"
Holy See,2000,"39,629,968"
Holy See,1955,"6,502,657"
Holy See,1990,"32,618,651"
Holy See,1985,"30,216,279"
Holy See,1980,"27,896,528"
Holy See,1975,"25,865,776"
Holy See,1955,"6,549,298"
Holy See,1980,"37,698,196"
Holy See,1975,"35,879,209"
Holy See,1970,"33,883,749"
Holy See,1965,"32,146,263"
Holy See,1960,"30,402,411"
Holy See,1995,"45,292,522"
Holy See,1990,"42,918,419"
Holy See,1985,"40,804,402"
Holy See,2019,"163,046,161"
Holy See,2018,"161,376,708"
Holy See,2017,"159,685,424"
Holy See,2005,"48,949,924"
Holy See,2000,"46,719,701"
Holy See,1995,"43,901,598"
Holy See,1990,"41,335,199"
Holy See,1985,"37,977,086"
Holy See,1980,"34,224,313"
Holy See,2019,"1,366,417,754"
Holy See,2018,"1,352,642,280"
Holy See,2017,"1,338,676,785"
Holy See,2016,"1,324,517,249"
Holy See,2015,"1,310,152,403"
Holy See,1970,"9,405,600"
Holy See,1965,"7,986,066"
Holy See,1960,"6,767,095"
Holy See,1955,"5,888,793"
Holy See,2020,"206,139,589"
Holy See,2019,"270,625,568"
Holy See,2018,"267,670,543"
Holy See,2020,"212,559,417"
Holy See,2020,"220,892,340"
Holy See,2005,"47,880,601"
Holy See,2000,"44,967,708"
Holy See,1995,"41,435,758"
Holy See,1990,"36,800,509"
Holy See,1985,"32,678,874"
Holy See,1970,"130,148,653"
Holy See,1965,"126,503,736"
Holy See,1960,"119,871,700"
Holy See,1955,"111,355,300"
Holy See,2000,"31,964,557"
Holy See,1995,"27,768,296"
Holy See,1990,"23,724,579"
Holy See,1985,"19,877,083"
Holy See,1980,"16,417,197"
Holy See,1975,"13,575,907"
Holy See,1995,"36,421,438"
Holy See,1990,"33,102,575"
Holy See,1985,"29,951,201"
Holy See,1980,"26,900,506"
Holy See,1975,"24,065,507"
Holy See,1970,"23,880,561"
Holy See,1965,"22,159,650"
Holy See,1960,"20,481,779"
Holy See,1955,"29,048,395"
Holy See,1980,"38,045,607"
Holy See,1975,"35,378,661"
Holy See,1970,"32,195,681"
Holy See,1965,"28,895,558"
Holy See,1960,"25,329,515"
Holy See,2016,"157,977,153"
Holy See,2015,"156,256,276"
Holy See,2010,"147,575,430"
Holy See,2005,"139,035,505"
Holy See,2000,"127,657,854"
Holy See,1975,"30,611,095"
Holy See,1970,"27,269,069"
Holy See,1965,"24,259,359"
Holy See,1960,"21,736,942"
Holy See,1955,"19,550,071"
Holy See,2020,"331,002,651"
Holy See,2010,"1,234,281,170"
Holy See,2005,"1,147,609,927"
Holy See,2000,"1,056,575,549"
Holy See,2019,"200,963,599"
Holy See,2018,"195,874,683"
Holy See,2017,"190,873,244"
Holy See,2016,"185,960,241"
Holy See,2015,"181,137,448"
Holy See,2010,"158,503,197"
Holy See,2017,"264,650,963"
Holy See,2016,"261,556,381"
Holy See,2015,"258,383,256"
Holy See,2010,"241,834,215"
Holy See,2005,"226,289,470"
Holy See,2019,"211,049,527"
Holy See,2018,"209,469,323"
Holy See,2017,"207,833,823"
Holy See,2016,"206,163,053"
Holy See,2015,"204,471,769"
Holy See,2010,"195,713,635"
Holy See,2019,"216,565,318"
Holy See,2018,"212,228,286"
Holy See,2017,"207,906,209"
Holy See,2016,"203,631,353"
Holy See,1980,"28,556,769"
Holy See,1975,"25,195,187"
Holy See,1970,"22,069,776"
Holy See,1965,"19,384,841"
Holy See,1970,"11,301,394"
Holy See,1965,"9,530,173"
Holy See,1960,"8,120,080"
Holy See,1955,"6,987,658"
Holy See,1970,"21,480,065"
Holy See,1965,"18,725,245"
Holy See,1960,"16,057,724"
Holy See,1955,"13,775,000"
Holy See,1955,"18,789,418"
Holy See,1955,"21,514,570"
Holy See,1995,"115,169,930"
Holy See,1990,"103,171,956"
Holy See,2019,"329,064,917"
Holy See,2018,"327,096,265"
Holy See,2017,"325,084,756"
Holy See,2016,"323,015,995"
Holy See,2015,"320,878,310"
Holy See,1995,"963,922,588"
Holy See,1990,"873,277,798"
Holy See,1985,"784,360,008"
Holy See,1980,"698,952,844"
Holy See,2005,"138,865,016"
Holy See,2000,"122,283,850"
Holy See,1995,"107,948,335"
Holy See,1990,"95,212,450"
Holy See,1985,"83,562,785"
Holy See,2000,"211,513,823"
Holy See,1995,"196,934,260"
Holy See,1990,"181,413,402"
Holy See,1985,"164,982,451"
Holy See,2005,"186,127,103"
Holy See,2000,"174,790,340"
Holy See,2015,"199,426,964"
Holy See,2010,"179,424,641"
Holy See,2005,"160,304,008"
Holy See,2000,"142,343,578"
Holy See,1995,"123,776,839"
Holy See,1960,"17,099,840"
Holy See,1955,"15,206,502"
Holy See,1985,"90,764,183"
Holy See,1980,"79,639,491"
Holy See,1975,"70,066,301"
Holy See,2010,"309,011,475"
Holy See,2005,"294,993,511"
Holy See,2000,"281,710,909"
Holy See,1995,"265,163,745"
Holy See,1975,"623,102,897"
Holy See,1970,"555,189,792"
Holy See,1965,"499,123,324"
Holy See,1960,"450,547,679"
Holy See,1980,"73,423,633"
Holy See,1975,"63,374,298"
Holy See,1970,"55,982,144"
Holy See,1980,"147,447,836"
Holy See,1995,"162,019,896"
Holy See,1990,"149,003,223"
Holy See,1985,"135,274,080"
Holy See,1990,"107,647,921"
Holy See,1985,"92,191,510"
Holy See,1970,"64,232,482"
Holy See,1965,"55,385,112"
Holy See,1960,"48,013,504"
Holy See,1990,"252,120,309"
Holy See,1985,"240,499,825"
Holy See,1980,"229,476,354"
Holy See,1975,"219,081,251"
Holy See,1970,"209,513,341"
Holy See,1955,"409,880,595"
Holy See,1965,"50,127,921"
Holy See,1960,"45,138,458"
Holy See,1955,"41,086,100"
Holy See,1975,"130,680,727"
Holy See,1970,"114,793,178"
Holy See,1965,"100,267,062"
Holy See,1960,"87,751,068"
Holy See,1955,"77,273,425"
Holy See,1980,"120,694,009"
Holy See,1975,"107,216,205"
Holy See,1970,"95,113,265"
Holy See,1965,"83,373,530"
Holy See,1960,"72,179,226"
Holy See,1980,"78,054,343"
Holy See,1975,"66,816,877"
Holy See,1970,"58,142,060"
Holy See,1965,"50,917,975"
Holy See,1960,"44,988,690"
Holy See,1955,"40,488,030"
Holy See,1955,"42,086,301"
Holy See,1965,"199,733,676"
Holy See,1960,"186,720,571"
Holy See,1955,"171,685,336"
Holy See,1955,"62,533,919"
